image_path,class,predict,Mild_Demented,Moderate_Demented,Non_Demented,Very_Mild_Demented
Benchmark\Very_Mild_Demented\augmented_15_verymild_1531.jpg,Very_Mild_Demented,Mild_Demented,0.5340511,0.005362415,0.0061005238,0.45448595
Benchmark\Non_Demented\non_2201.jpg,Non_Demented,Very_Mild_Demented,0.3147953,0.007443536,0.24662559,0.43113565
Benchmark\Moderate_Demented\augmented_39_moderate_64.jpg,Moderate_Demented,Moderate_Demented,0.24260858,0.6192765,1.103447e-06,0.13811386
Benchmark\Moderate_Demented\augmented_59_moderate_43.jpg,Moderate_Demented,Moderate_Demented,0.21723634,0.7536094,5.313419e-09,0.029154269
Benchmark\Moderate_Demented\augmented_152_moderate_2.jpg,Moderate_Demented,Moderate_Demented,0.1539365,0.7518148,2.0436266e-06,0.09424669
Benchmark\Moderate_Demented\augmented_69_moderate.jpg,Moderate_Demented,Moderate_Demented,0.14700101,0.8317987,4.3148876e-08,0.021200288
Benchmark\Non_Demented\non_2887.jpg,Non_Demented,Non_Demented,0.013089706,7.118246e-05,0.61233467,0.3745044
Benchmark\Very_Mild_Demented\augmented_7_verymild_2201.jpg,Very_Mild_Demented,Very_Mild_Demented,0.050209258,0.0015132197,0.10353127,0.84474623
Benchmark\Very_Mild_Demented\verymild_568.jpg,Very_Mild_Demented,Very_Mild_Demented,0.035246063,0.0012358284,0.40783858,0.5556796
Benchmark\Mild_Demented\mild_46.jpg,Mild_Demented,Mild_Demented,0.47360942,0.0060740835,0.10262644,0.41769007
Benchmark\Mild_Demented\mild_748.jpg,Mild_Demented,Very_Mild_Demented,0.0676374,0.009675654,0.42362267,0.4990643
Benchmark\Mild_Demented\augmented_32_mild_319.jpg,Mild_Demented,Mild_Demented,0.4264804,0.2689546,1.1854696e-05,0.30455312
Benchmark\Moderate_Demented\augmented_240_moderate_19.jpg,Moderate_Demented,Moderate_Demented,0.18463476,0.7862695,5.9867375e-08,0.029095704
Benchmark\Mild_Demented\augmented_190_mild_767.jpg,Mild_Demented,Very_Mild_Demented,0.44449294,0.0039516618,0.0002570574,0.5512983
